sentence,intent,category
지금 바르신 에어쿠션은 몇 호에요?,제품용도 문의,화장품
만약에 애가 에어쿠션 싫다고 하면 교환 환불 되나요?,교환반품 문의,화장품
언제까지 세일해요?,할인행사기간,화장품
문은 언제 닫아요?,문닫는 시간 문의,화장품
언제 여나요?,오픈 시간 문의,화장품
머리 풍성하게 보이는 샴푸가 있다면서요?,기능성 헤어 제품,화장품
"헤어 라인, 지금 세일하는 거예요?",할인 여부 문의,화장품
"샴푸, 향 맡아봐도 되나요?",향 문의,화장품
이런 거는 뭔지 알아요?,향수제품,화장품
클렌징 티슈로만 메이크업 지워도 되나요?,제품용도 문의,화장품
이거는 메이크업 잘 지워져요?,제품용도 문의,화장품
제 나이대에 쓸 수 있는 스킨로션 뭐 있어요 ?,연령별 제품 문의,화장품
기초라인은 처음 써 보는데 추천 좀 해주세요,제품추천 요청,화장품
클렌징 티슈하고 물 세안만 하면 되는 거예요?,사용방법 문의,화장품
스킨케어는 할인하고 있는 거예요?,할인제품 문의,화장품
우선 클렌징 티슈 하나만 살게요,종류별 화장품 주문 요청,화장품
현금영수증 해주실 수 있나요?,현금영수증 발급문의,화장품
몇 시에 문 열어요?,오픈 시간 문의,화장품
여기는 브랜드가 뭐예요?,브랜드 문의,화장품
선물할 건데 영양크림 하나 뭐 있을까요?,선물용 추천,화장품
영양크림은 가격은 얼마에요?,가격 문의,화장품
이 영양크림은 얼마에요?,가격 문의,화장품
이 영양크림이 더 비싸네요?,가격 비교,화장품
세트가 더 싸네요?,가격 비교,화장품
대학교 입학하려는 학생한테 선물하려고 하는데?,연령별 제품 문의,화장품
이거는 얼마에요?,가격 문의,화장품
애들이 좋아하나요?,연령별 제품 문의,화장품
스킨로션 세트는 현금한다고 해서 할인되는 거 있나요?,현금 할인 여부 문의,화장품
"물어보니까 로션이 똑 떨어졌다고 하던데, 로션만 살 수는 없나요?",종류별 화장품 주문 요청,화장품
"스킨, 로션 따로 바르는 게 효과가 더 좋아요?",효과 비교,화장품
대학교 입학할 건데 뭐 선물할 거 없어요?,연령별 제품 문의,화장품
"틴트, 어디 있어요?",제품 위치 문의,화장품
틴트 얼마에요?,가격 문의,화장품
틴트 색깔은 뭐 있어요?,컬러 문의,화장품
핸드크림은 선물로 어때요?,선물용 추천,화장품
핸드크림 향이 왜 그런 거예요?,향 문의,화장품
포장에 저렇게 되는 거는 없죠?,선물 포장 문의,화장품
틴트 선물할 건데 괜찮은 거 있어요?,선물용 추천,화장품
틴트 색깔은 어떤 거 잘 나가요?,컬러 문의,화장품
입술이 빨게 보이는데?,컬러 문의,화장품
다른 거 선물할 거는 없어요?,선물용 추천,화장품
매니큐어 선물은 잘 안 하죠?,선물용 추천,화장품
"이거 세안할 때, 메이크업 지울 때 쓰는 거죠?",제품용도 문의,화장품
선물하려고 하는데 리무버도 괜찮아요?,선물용 추천,화장품
향을 한 번 맡아볼 수 있어요?,향 문의,화장품
향수는 분홍색이랑 파랑 중에는 뭐가 잘 나가요?,제품 비교,화장품
헤어 오일 가격은 얼마에요?,가격 문의,화장품
헤어 오일은 언제까지 세일이에요?,품목별 세일기간 문의,화장품
린스 대신 쓸 수 있는 트리트먼트용은 없어요?,종류별 헤어제품 문의,화장품
여기 투톤 트리트먼트 적어놨는데요?,종류별 헤어제품 문의,화장품
젊은 애들은 어떤 헤어 오일을 많이 써요?,연령별 제품 문의,화장품
"헤어 오일, 한 번 발라봐도 돼요?",샘플 문의요청,화장품
트리트먼트 제품은 안 갖다 놓아요?,종류별 헤어제품 문의,화장품
이제 대학교 입학하는 앤데 어떤 거 선물하면 돼요?,연령별 제품 문의,화장품
요새 대학생한테 어떤 선물을 많이 해요?,연령별 제품 문의,화장품
대학생들 쿠션은 어떤 거 많이 쓰나요?,인기제품 문의,화장품
"쿠션, 가격은 얼마에요?",가격 문의,화장품
쿠션은 선물용으로 포장된 거 있어요?,선물 포장 문의,화장품
스킨로션은 지금 얼마에요?,가격 문의,화장품
쿠션은 본인에게 물어봐야겠죠?,적합 여부 문의,화장품
퍼프 같은 것도 팔아요?,화장도구,화장품
아이오페 파랑 퍼프로 할까?,특정 브랜드제품,화장품
퍼프도 사이즈가 있나요? 조금씩 차이 나요?,화장도구,화장품
헤라 거를 하나 사놨는데 사이즈 되겠어요?,화장도구,화장품
"퍼프, 원 플러스 원이에요? 두 개만 주세요",화장도구,화장품
여기 제품이 아모레예요?,입고 브랜드 문의,화장품
수분이 좀 많은 스킨 보여 주세요,제품추천 요청,화장품
수분 스킨은 가격대가 어떻게 해요?,가격 문의,화장품
크림스킨이면 크림이 들었다는 거예요?,제품 성분 문의,화장품
저 라인으로 하면 미백도 되는 거고요?,기능성 제품 문의,화장품
저 라인에는 에센스 이런 거는 없고요?,제품용도 문의,화장품
미백 되고 수분 많이 들어있는 스킨은 없어요?,기능성 제품 문의,화장품
우리 나이대에는 스킨만으로 좀 모자라지 않나?,연령별 제품 문의,화장품
"미백, 주름, 다 된다는 건가요?",기능성 제품 문의,화장품
주름 개선 되는 건요?,기능성 제품 문의,화장품
에센스나 세럼 이런 거는 주름 개선 돼요?,기능성 제품 문의,화장품
스킨하고 로션 겸용도 있잖아요?,제품용도 문의,화장품
미백이랑 주름 개선 하려면 에센스 든 거를 써야 된다고요?,기능성 제품 문의,화장품
로션은 어떻게 써야 되노?,사용방법 문의,화장품
이건 스킨하고 에센스하고 같이 된 거죠?,제품용도 문의,화장품
스킨겸용 에센스랑 로션은 따로 발라야 해요?,제품용도 문의,화장품
에센스는 많이 남았으니까 로션을 따로 사야겠죠?,제품용도 문의,화장품
주름 되고 미백 되는 거예요?,기능성 제품 문의,화장품
우리 나이대에 이 정도 쓰면 되는 거예요?,연령별 제품 문의,화장품
유분 없는 제품 있어요?,제품추천 요청,화장품
스킨로션이 같이 겸용돼서 나오는 건 없나요?,제품용도 문의,화장품
비타민 들어간 이 제품은 지금 할인행사 하는 거예요?,할인제품 문의,화장품
이 라인 에센스는 이거예요?,제품용도 문의,화장품
"세럼, 향 한 번 맡아봐도 될까요?",향 문의,화장품
이건 에센스예요?,제품용도 문의,화장품
전부 향이 별로 없네요?,향 문의,화장품
스킨 가격대가 어떻게 돼요?,가격 문의,화장품
이 스킨이 주름 제거도 되고요?,기능성 제품 문의,화장품
로션은 따로 쓰는 거예요?,사용방법 문의,화장품
이 제품은 스킨이랑 에센스랑 같이 되죠?,제품용도 문의,화장품
스킨로션 같이 나오는 건 없어요?,제품용도 문의,화장품
"에센스랑 올인원 스킨로션, 가격이 얼마나 나오려나?",가격 문의,화장품
에센스도 남았는데 사려고 하면 같은 라인 쓰면 좋죠?,제품용도 문의,화장품
주름이 많은데 스킨 좀 여쭤보려고요,기능성 제품 문의,화장품
여기 세일한다고요?,할인행사기간,화장품
이 제품은 자극적이고 이렇지는 않네요?,순한 제품,화장품
"세라 루틴, 이 위에 거는 하이드라 루틴 뭐예요?",제품용도 문의,화장품
할인하니 가격이 엄청나게 싸네요?,가격 비교,화장품
남자 스킨로션 가격대가 어떻게 돼요?,성별 제품 문의,화장품
저런 옴므 종류는 어른들이 쓰는 거예요?,성별 제품 문의,화장품
아세로라는 뭐예요?,제품용도 문의,화장품
아세로라는 미백도 되네요?,제품용도 문의,화장품
남자들 것도 엄청나게 싸네요?,가격 비교,화장품
"다른 데는 남자 거 5만 원, 6만 원씩 하잖아요?",가격 비교,화장품
20대 애들은 이런 거 써도 돼요?,연령별 제품 문의,화장품
"남자들은 영양크림, 에센스 다 바를 필요 없죠?",성별 제품 문의,화장품
남자들도 에센스 이걸 사용하면 좋다고요?,성별 제품 문의,화장품
"이 라인,  기능이 다 다른 거예요?",기능성 제품 문의,화장품
"탄력, 모공 이렇게 써놓은 건 이대로 바르면 개선돼요?",기능성 제품 문의,화장품
에센스는 가격이 얼마예요?,가격 문의,화장품
요즘 향은 별로 안 들어가죠?,향 문의,화장품
"저게 스킨, 로션이에요?",제품용도 문의,화장품
이 스킨로션은 비타민 종류가 들어간 거예요?,제품 성분 문의,화장품
권해주는 스킨로션 하면 가격이 얼마나 나와요?,가격 문의,화장품
"저 스킨로션, 샘플 같은 건 좀 줄 수 없나요?",샘플 문의요청,화장품
"샘플, 돈 주고 살 수 있어요?",샘플 문의요청,화장품
백화점이나 어디 사러 가면 샘플 좀 주잖아요?,샘플 문의요청,화장품
에센스 샘플  좀 주세요,샘플 문의요청,화장품
샘플은 두 가지 종류에요?,샘플 문의요청,화장품
스킨 종류 어떤 게 있나요?,종류별 화장품 문의,화장품
구달이 제품 이름이에요?,제품 이름 문의,화장품
이건 뭐예요?,제품추천 요청,화장품
"이 제품, 기능성이에요?",효과별 제품 추천,화장품
카탈로그 있나요?,카탈로그 문의,화장품
행사는 내일까지밖에 안 한다고요?,할인행사기간,화장품
기초는 어느 코너에 있어요?,제품 위치 문의,화장품
기능성 제품은 어느 쪽이에요?,제품 위치 문의,화장품
여기는 이런 메이커 브랜드가 같이 있는 거예요?,제품 위치 문의,화장품
"시트팩 보려는데요, 뽀드락지가 한두 개씩 있어서 트러블이 지금 일어나는데",제품추천 요청,화장품
스킨 보려구요,제품추천 요청,화장품
여기서 가격대가 제일 많이 나가는거에요?,가격 문의,화장품
향 한번 맡아봐도 될까요?,향 문의,화장품
세일은 언제까지 하는데요?,할인행사기간,화장품
이것보다 조금 더 좋은 건 어떤거에요?,고급 제품 문의,화장품
이런 건 한방이에요?,제품 문의,화장품
이건 뭐예요?,제품 문의,화장품
양이 이게 몇ml?,용량 문의,화장품
립스틱 코너는 어디인가요?,제품 위치 문의,화장품
이 제품 발라봐도 되나요?,샘플 문의요청,화장품
봄에 어울리는 색깔로 골라주시겠어요?,제품추천 요청,화장품
이 색깔이 저한테 어울리나요?,적합 여부 문의,화장품
입술이 너무 트는데 립밤이 어딨나요?,제품 위치 문의,화장품
촉촉한 립밤으로 추천해 주세요,제품추천 요청,화장품
네 계산해주세요,결제요청,화장품
건성용 크림 있나요?,재고 문의,화장품
혹시 같이 바를 다른 제품은 없나요?,조합 제품 추천,화장품
요즘 선크림 어떤 게 잘 나가요?,인기제품 문의,화장품
"끈적이는 건 싫은데, 이 선크림은 괜찮은가요?",효과 문의,화장품
제품은 괜찮은데 조금 더 싼 건 없을까요?,저렴한 제품 추천 요청,화장품
이 카드로 계산할게요,카드결제,화장품
수분크림은 어느 쪽에 있나요?,제품 위치 문의,화장품
이 제품하고 이 제품은 같은 계열인가요?,제품 비교,화장품
가격이 다른 것은 용량 차이 때문인가요?,제품 비교,화장품
지속력이 많이 차이 나나요?,제품 비교,화장품
여기 아직 할인행사하나요?,할인행사기간,화장품
여기 있는 마스크팩 다 되는 거예요?,할인제품 문의,화장품
진열된 팩 수량이 부족해요,진열상품 부족,화장품
마스카라는 어디에 있어요?,제품 위치 문의,화장품
제가 잘 몰라서 그러는데 마스카라 추천 좀 해주실 수 있나요?,제품추천 요청,화장품
이 제품으로 할게요,결제요청,화장품
로션 찾고 있는데요,제품 위치 문의,화장품
이 크림은 너무 기름지거나 그러지는 않을까요?,효과 문의,화장품
쿠션 어떤 게 좋은가요?,제품추천 요청,화장품
한 번 테스트 해봐도 될까요?,샘플 문의요청,화장품
킬링 아이브로 검은색 있어요?,재고 문의,화장품
킬링 아이브로 갈색은 있어요?,재고 문의,화장품
오늘까지 프로모션 적용돼서 할인되는 거 맞아요?,할인 여부 문의,화장품
중복할인 받을 수 있나요?,중복 할인 여부 문의,화장품
스킨로션 사러 왔는데 추천 좀 해주세요,제품추천 요청,화장품
이 제품은 어떻게 쓰는 건가요?,사용방법 문의,화장품
한 번에 다 바르면 피부에 덜 스며들지 않나요?,효과 문의,화장품
제가 피부가 지성인데 지성용으로 하나 주세요,제품종류 추가 요청,화장품
이 파운데이션 2호 있나요?,재고 문의,화장품
2호는 언제쯤 입고되나요?,입고 문의,화장품
이 립스틱들은 얼마예요?,가격 문의,화장품
촉촉하고 핑크빛이 예쁜 제품을 찾아요,효과별 제품 추천,화장품
이 틴트는 톤이 이거 밖에 없나요?,제품색상 추가 요청,화장품
틴트는 여기 있는 게 전부인가요?,제품종류 추가 요청,화장품
스킨은 어디에 있나요?,제품 위치 문의,화장품
로션 어디에 있나요?,제품 위치 문의,화장품
포인트 적립도 되나요?,포인트 적립 여부 문의,화장품
기초화장품 추천해주세요,제품추천 요청,화장품
오일리 한 제품말고 다른 제품은 없나요?,제품추천 요청,화장품
클렌징 제품 좀 보고 싶은데요,제품 위치 문의,화장품
복합성 피부에 맞는 클렌징 폼은 어떤 제품이 좋을까요?,효과별 제품 추천,화장품
향이 어떤지 한번 맡아봐도 될까요?,샘플 문의요청,화장품
같은 라인으로 에센스와 크림 종류도 출시되었나요?,동 브랜드 타 제품 문의,화장품
커버 잘 되는 파운데이션 추천해주세요,제품추천 요청,화장품
이 파운데이션은 지속력도 좋은가요?,효과 문의,화장품
지속력을 위해 같이 사용하면 좋은 제품이 있나요,조합 제품 추천,화장품
파운데이션 추천해주세요,제품추천 요청,화장품
이 제품은 지성피부에 쓰기 좋은가요?,효과 문의,화장품
립스틱은 어디 있나요?,제품 위치 문의,화장품
스킨 하나를 사려고 해요,제품추천 요청,화장품
이 파운데이션 23호까지 나오나요?,재고 문의,화장품
그럼 23호까지 나오는 파운데이션은 어디 있죠?,제품 위치 문의,화장품
어두운 비비크림은 없나요?,제품종류 추가 요청,화장품
저는 건성인데 이 제품이 촉촉하게 발릴까요?,효과 문의,화장품
크림을 사려는데 설명 좀 해주시겠어요?,제품추천 요청,화장품
이 크림은 화장이 뜨지는 않나요?,부작용 문의,화장품
선크림이 어디에 진열되어 있나요?,제품 위치 문의,화장품
선크림 고르는 것을 도와주시겠어요?,제품추천 요청,화장품
바다에 놀러 가서 쓸 선크림을 찾는데 워터프루프 제품이 어떤 건가요?,효과별 제품 추천,화장품
발라봐도 될까요?,샘플 문의요청,화장품
몇 시간마다 한 번씩 발라줘야 하나요?,사용방법 문의,화장품
이 제품 원플원 아직도 해요?,할인행사기간,화장품
이 제품 4개 주세요,결제요청,화장품
이브 생로랑 틴트가 있나요?,재고 문의,화장품
틴트 하나에 얼마인가요?,가격 문의,화장품
할인이나 사은품 이벤트가 있나요?,할인행사여부,화장품
지금 회원 가입이 가능한가요?,회원 가입 요청,화장품
포인트도 적립되나요?,포인트 적립 여부 문의,화장품
설화수 비비크림 있어요?,재고 문의,화장품
가격은 얼마예요?,가격 문의,화장품
다른 품목도 30프로 할인이에요?,할인 여부 문의,화장품
자정 라인 말고 다른 제품도 할인하나요?,할인 여부 문의,화장품
멤버십 할인 중복 가능해요?,중복 할인 여부 문의,화장품
남자 스킨로션은 어디 있어요?,제품 위치 문의,화장품
어떤 스킨로션이 잘 나가요?,인기제품 문의,화장품
올인원이면 이거 하나만 바르면 되나요?,사용방법 문의,화장품
올인원은 얼마예요?,가격 문의,화장품
립 틴트는 어느 쪽에 있나요?,제품 위치 문의,화장품
요즘 많이 팔리는 것은 어떤 종류인가요?,인기제품 문의,화장품
발색은 어떻게 되는지 보고 싶어요,발색 문의,화장품
스킨로션 샘플 부탁드릴게요,샘플 문의요청,화장품
건성 수분크림 추천 좀 해주세요?,효과별 제품 추천,화장품
크림 좀 발라봐도 되나요,샘플 문의요청,화장품
컨실러 가장 밝은 컬러가 뭔가요?,컬러 문의,화장품
매니큐어 테스트 가능한가요?,샘플 문의요청,화장품
쿠션 추천해주세요,제품추천 요청,화장품
구매한 팩트 교환 가능한가요?,교환반품 문의,화장품
핸드크림 어디에 있나요?,제품 위치 문의,화장품
샘플 좀 발라봐도 될까요?,샘플 문의요청,화장품
이 제품은 향이 너무 진해요,제품종류 추가 요청,화장품
와이프 생일 선물로 어떤 걸 해주면 좋아할까요?,선물용 추천,화장품
아이크림이 눈가 주름에 사용하는 크림인가요?,제품용도 문의,화장품
어떤 제품이 좋은가요?,제품추천 요청,화장품
이 제품 가격은 얼마인가요?,가격 문의,화장품
카드 결제되나요?,카드결제 문의,화장품
아이라이너 어디 있나요?,제품 위치 문의,화장품
이 제품 블랙으로 사고 싶은데 가격이 어떻게 되나요?,가격 문의,화장품
립앤 아이 리무버 있나요?,재고 문의,화장품
언제 리무버 재고가 들어오나요?,입고 문의,화장품
평일에는 몇 시까지 영업하시나요?,문닫는 시간 문의,화장품
주말에는 몇 시까지 하나요?,문닫는 시간 문의,화장품
이 제품은 어떻게 사용하는 건가요?,사용방법 문의,화장품
일주일에 두 번 정도 제품을 사용하면 되나요?,사용방법 문의,화장품
수분크림도 추천해 주세요,제품추천 요청,화장품
제가 피부가 민감한데 이 제품을 사용해도 괜찮을까요?,적합 여부 문의,화장품
이렇게 두 개 구매할게요,결제요청,화장품
남자 스킨로션은 어디에 있나요?,제품 위치 문의,화장품
여드름에 좋은 제품도 있나요?,효과별 제품 추천,화장품
한 번 발라봐도 되나요?,샘플 문의요청,화장품
이 스킨로션 세트는 하나씩만 들어있나요?,세트상품 구성,화장품
스킨케어 제품 좀 보여주세요,제품추천 요청,화장품
이 제품 말고 다른 것도 보여주세요,제품종류 추가 요청,화장품
건성인데 어떤 거 써야 하나요,효과별 제품 추천,화장품
요즘 유행하는 틴트가 뭔가요?,인기제품 문의,화장품
설화수 브랜드 있나요?,브랜드 문의,화장품
아이크림은 뭐가 제일 좋은가요?,제품 비교,화장품
샘플 주시나요?,샘플 문의요청,화장품
선물포장 해주세요,선물 포장 요청,화장품
선물하려고 하는데 추천해주실래요?,선물용 추천,화장품
이 크림은 효과가 뭐예요?,효과 문의,화장품
선물포장 되나요?,선물 포장 문의,화장품
예쁘게 포장해주세요,선물 포장 요청,화장품
제 피부 타입에 맞는 기초 제품 추천해주세요,효과별 제품 추천,화장품
요즘 탄력도 부족한 것 같은데 어떤 제품 써야 되나요?,효과별 제품 추천,화장품
색조화장품도 추천받고 싶은데 어울리는 립스틱 추천해주세요,제품추천 요청,화장품
파운데이션 바를 때 좋은 소도구도 추천해주세요,조합 제품 추천,화장품
할인 가능한가요?,할인 여부 문의,화장품
클렌징 티슈 있나요?,재고 문의,화장품
둘 중에 어느 게 더 순하죠?,제품 비교,화장품
그럼 그걸로 주세요,결제요청,화장품
적립도 해주세요,적립요청,화장품
라네즈 스킨로션 세트는 얼마예요?,가격 문의,화장품
아이오페는 얼마예요?,가격 문의,화장품
요즘 둘 중에 어떤 게 더 많이 나가요?,제품 비교,화장품
스킨로션 따로 하면 얼마예요?,가격 문의,화장품
그럼 세트로 10개 주세요,결제요청,화장품
수분감 높은 영양크림 좀 보여 주세요,효과별 제품 추천,화장품
이 제품은 가격에 비해 양이 좀 적네요,용량 비교,화장품
스킨로션 코너는 어디인가요?,제품 위치 문의,화장품
올인원 제품은 이것뿐인가요?,제품종류 추가 요청,화장품
제품 테스트 가능한가요?,샘플 문의요청,화장품
핸드크림은 어디에 있나요?,제품 위치 문의,화장품
핸드크림도 테스트 가능한가요?,샘플 문의요청,화장품
필링 마사지 크림은 어디에 있어요?,제품 위치 문의,화장품
용기가 바뀌었네요?,케이스 디자인 문의,화장품
이 제품은 어떻게 리뉴얼됐어요?,제품 비교,화장품
제품 가격도 올라갔어요?,제품 비교,화장품
차앤박 프로폴리스 앰풀 기획세트 있나요?,재고 문의,화장품
세트로 얼마인가요?,세트가격 문의,화장품
이 상품 할인은 하지 않나요?,할인 여부 문의,화장품
네 삼성페이 결제 가능한가요?,카카오페이삼성페이,화장품
CK 향수 있나요?,재고 문의,화장품
선물한 건데 포장되나요?,선물 포장 문의,화장품
이 향수는 얼마예요?,가격 문의,화장품
현금 영수증 부탁드릴게요,현금영수증 요청,화장품
립스틱 어디에 있나요?,제품 위치 문의,화장품
네 혹시 테스트도 가능한가요?,샘플 문의요청,화장품
12호랑 16호 테스트 할게요,샘플 문의요청,화장품
12호로 포장해주세요,결제요청,화장품
오늘 틴트 신제품 나왔다고 해서 보려고 하는데요,재고 문의,화장품
이 제품 발색 좋나요?,발색 문의,화장품
제품 한 번 발라봐도 될까요?,샘플 문의요청,화장품
이 틴트 하나 포장해 주세요,결제요청,화장품
여기 틴트 코너가 어디 있나요?,제품 위치 문의,화장품
요즘 잘 나가는 틴트가 있나요?,인기제품 문의,화장품
저한테는 어떤 색이 어울릴까요?,적합 여부 문의,화장품
그럼 그 제품으로 주세요,결제요청,화장품
샘플도 많이 주세요,샘플 문의요청,화장품
코에 블랙헤드가 많은데 어떤 제품이 좋을까요?,효과별 제품 추천,화장품
팩 추천해주실 수 있나요?,제품추천 요청,화장품
이 팩 가격이 얼마나 하죠?,가격 문의,화장품
사은품은 따로 없는 거죠?,증정품 문의,화장품
"네, 블랙헤드 팩 하나 주세요",결제요청,화장품
립스틱 추천 좀 해주실래요,제품추천 요청,화장품
남성용  에센스 있나요?,재고 문의,화장품
추천하신 제품들 설명 좀 부탁드릴게요,재설명 문의,화장품
저 제품은 어때요?,효과 문의,화장품
라벤더 에센스 어디 있어요?,제품 위치 문의,화장품
지금 이 제품 50% 세일하고 있는 거 맞죠?,할인 여부 문의,화장품
혹시 할인받으려면 회원이어야 돼요?,회원혜택 문의,화장품
제가 아이디가 있는지 없는지 헷갈려서 그러는데 조회 좀 해주실 수 있나요?,가입 조회,화장품
남성용 로션 좀 보려고 하는데요,재고 문의,화장품
추천 해주실 만한 상품이 있나요?,제품추천 요청,화장품
이 제품은 얼마인가요?,가격 문의,화장품
카드 결제 가능하죠?,카드결제 문의,화장품
남자 스킨 있나요?,재고 문의,화장품
로션은 얼마인가요?,가격 문의,화장품
남성용 화장품은 어느 쪽에 있나요?,제품 위치 문의,화장품
건조할 땐 어떤 로션이 가장 좋은가요?,효과별 제품 추천,화장품
그 제품은 많이 끈적거리지는 않나요?,효과 문의,화장품
이 제품으로 주시고 혹시 할인행사 기간은 끝났나요?,할인행사기간,화장품
수분크림 있나요?,재고 문의,화장품
자극적이지 않은 제품으로 추천해주실 수 있나요?,효과별 제품 추천,화장품
이 크림 가격은 어떻게 되죠?,가격 문의,화장품
이 제품으로 주세요,결제요청,화장품
할인 문자를 받았는데 이 상품은 어디에 있어요?,제품 위치 문의,화장품
스킨 말고 로션은 없는 건가요?,재고 문의,화장품
할인이 끝나기 전에 로션이 재입고 될까요?,입고 문의,화장품
스킨만 계산해주세요,결제요청,화장품
제 피부에 맞는 파운데이션을 사러 왔는데 추천 좀 해주시겠어요?,효과별 제품 추천,화장품
이 제품은 어떤 타입인가요?,효과별 제품 추천,화장품
제가 한 번 발라봐도 될까요?,샘플 문의요청,화장품
피부가 너무 건조해서 그러는데 어떤 화장품이 좋을까요,효과별 제품 추천,화장품
수분크림 써봤는데 별 효과가 없는듯해요,효과별 제품 추천,화장품
테스트해봐도 되나요?,샘플 문의요청,화장품
저 스킨로션 세트로 30개를 주문하고 싶은데요,결제요청,화장품
제품 결제할 때 택배비까지 같이 결제할 수 있나요?,택배비 문의,화장품
총 얼마예요?,결제요청,화장품
혹시 계좌이체가 가능한가요?,계좌이체 문의,화장품
파운데이션 구매하려고 하는데 어느 쪽에 있나요?,제품 위치 문의,화장품
파운데이션 촉촉한 제형이 있나요?,제형 문의,화장품
이 상품 23호 있나요?,제품종류 추가 요청,화장품
혹시 지금 할인되나요?,할인행사여부,화장품
이걸로 계산해주세요,결제요청,화장품
이번에 새로 나온 파운데이션 볼 수 있나요?,재고 문의,화장품
제가 피부가 건성인데 이번에 새로 나온 파운데이션 괜찮을까요?,효과 문의,화장품
지금 테스트해본 파운데이션 색상이 몇 호인 가요?,색상 문의,화장품
촉촉하고 좋은 것 같으니 이걸로 구매할게요,결제요청,화장품
네 샘플도 많이 넣어주세요,샘플 문의요청,화장품
저 립스틱 좀 보여 주세요,제품추천 요청,화장품
이 와인색 보다 한 톤 어두운색 있어요?,제품색상 추가 요청,화장품
립스틱 있나요?,재고 문의,화장품
어반 레드 색깔 찾고 있는데 어느 거죠?,제품 위치 문의,화장품
이 제품 발라봐도 되나요?,샘플 문의요청,화장품
이 제품 얼마예요?,가격 문의,화장품
혹시 샘플 몇 개 주실 수 있으신가요?,샘플 문의요청,화장품
피부가 건조한데 비비크림 좀 추천해 주세요,효과별 제품 추천,화장품
어두운 피부인데 몇 호를 써야 할까요?,효과별 제품 추천,화장품
제품 한 번 발라봐도 되나요?,샘플 문의요청,화장품
23호 제품으로 주세요,결제요청,화장품
스킨로션 샘플 있으면 좀 주실래요?,샘플 문의요청,화장품
피부가 자꾸 트는데 바르는 화장품이 있나요?,효과별 제품 추천,화장품
저렴한 가격에서 추천해주실 만한 건 뭐가 있나요?,저렴한 제품 추천 요청,화장품
이 제품은 보습력이 좋은가요?,효과 문의,화장품
이 제품 하나 주시겠어요,결제요청,화장품
선크림 한 개 얼마예요?,가격 문의,화장품
두 개 구매하면 할인되나요?,할인 여부 문의,화장품
립스틱은 뭐가 제일 인기 있어요?,인기제품 문의,화장품
코랄색 립스틱 한 개 주세요,결제요청,화장품
지성 피부에 적합한 로션 좀 추천해주세요,효과별 제품 추천,화장품
이 제품 할인 행사 중인 제품인가요?,할인 여부 문의,화장품
이 제품 가장 큰 용량이 얼마인가요?,용량 문의,화장품
피부가 예민한 편인데 이 제품 사용해도 될까요?,효과별 제품 추천,화장품
선물용 포장 가능한가요?,선물 포장 문의,화장품
비비크림 추천 좀 해주시겠어요?,제품추천 요청,화장품
피부가 건성인데 상관없을까요?,효과별 제품 추천,화장품
혹시 수분크림도 같이 추천해주시겠어요?,효과별 제품 추천,화장품
남성용 화장품 있나요?,제품추천 요청,화장품
얼굴이 건조해져서 크림을 사고 싶어요,효과별 제품 추천,화장품
테스트용 크림이 있나요?,샘플 문의요청,화장품
크림 하나 계산해주세요,결제요청,화장품
요즘에는 어떤 크림이 잘 나가요?,인기제품 문의,화장품
피부가 지성인 사람한테도 적당한가요?,효과별 제품 추천,화장품
지성피부용 크림 테스트용은 어디에 있어요?,샘플 문의요청,화장품
이 수분크림 하나 살게요,결제요청,화장품
선크림 사려고 왔는데요,제품추천 요청,화장품
"네, 이 제품 얼마예요?",가격 문의,화장품
이 제품 샘플도 있나요?,샘플 문의요청,화장품
어머니께 기초화장품을 선물해드리고 싶어요,연령별 제품 문의,화장품
스킨과 로션이 같이 들어있는 제품인가요?,세트상품 구성,화장품
이 제품으로 할게요,결제요청,화장품
20대  딸아이가 피부가 건조한데 어떤 제품을 사용해야 하나요?,연령별 제품 문의,화장품
오가니언스 토너와 에멀션 주세요,결제요청,화장품
문자로 스킨로션 할인한다고 해서 왔는데 어떤 건가요?,할인제품 문의,화장품
선물용으로 사려고 하는데 어떤 게 좋을까요?,선물용 추천,화장품
그럼 이 제품으로 선물포장 부탁드려도 될까요?,선물 포장 요청,화장품
저 스킨로션은 얼마인가요?,가격 문의,화장품
클렌징 제품은 어디에 있나요?,제품 위치 문의,화장품
어떤 클렌징 제품이 제일 잘나가나요?,인기제품 문의,화장품
제가 잘 모르겠는데 오일이랑 워터 중에 뭐가 더 좋나요?,제품 비교,화장품
워터 제품 중에 세일하는 거 있나요?,할인 여부 문의,화장품
매장 전화번호가 뭐예요?,매장 전화번호,화장품
수분 크림을 사려고 하는데요,제품추천 요청,화장품
그 제품은 지속력이 오래가나요?,효과 문의,화장품
립스틱도 지금 세일하나요?,할인 여부 문의,화장품
이 립스틱 가장 잘 나가는 색이 뭔가요?,인기제품 문의,화장품
핫핑크 색이 웜톤에도 잘 맞을까요?,적합 여부 문의,화장품
선물포장도 되나요?,선물 포장 문의,화장품
네 그러면 2000원 추가해서 포장해주세요,선물 포장 요청,화장품
코랄빛 섀도우 찾고 있어요,재고 문의,화장품
이거 발라봐도 되나요?,샘플 문의요청,화장품
이 제품과 어울리는 립스틱이 있나요?,조합 제품 추천,화장품
이 제품들 살게요,결제요청,화장품
아이라이너 있나요?,재고 문의,화장품
